IDText,Text,clean_text,processed_text,text_length,predicted_label
TXT0442,"Inspiratif. Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD buka peluang bisnis lokal dengan kredit 35% untuk koprasi dan UMKM. Sukses terus, pengusaha kecil. NCT WISH #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/XZiBDuoqDW",inspiratif pasangan capres cawapres ganjar pranowo mahfud md buka peluang bisnis lokal dengan kredit  untuk koprasi dan umkm sukses terus pengusaha kecil nct wish    ,inspiratif pasangan capres cawapres ganjar pranowo mahfud md buka peluang bisnis lokal kredit koprasi umkm sukses pengusaha nct wish,132,Ekonomi
TXT0443,"Jujur..

Saya baru jelas nih kalo Prabowo masih yang terbaik dari pada paslon yang lain.

Semua anggaran pertahanan disetujui DPR, ada partai pendukung semua paslon di DPR, tetapi mereka memojokkan Prabowo atas anggaran tsb dll.

Bukan main..

Tapi Prabowo mental juara.
Selamat ! [RE Ki_Cebong99]","jujur

saya baru jelas nih kalo prabowo masih yang terbaik dari pada paslon yang lain

semua anggaran pertahanan disetujui dpr ada partai pendukung semua paslon di dpr tetapi mereka memojokkan prabowo atas anggaran tsb dll

bukan main

tapi prabowo mental juara
selamat  ",jujur nih kalo prabowo terbaik paslon anggaran pertahanan disetujui dpr partai pendukung paslon dpr memojokkan prabowo anggaran tsb dll main prabowo mental juara selamat,169,Politik
TXT0444,@Tan_Mar3M Dan ketika ada bencana kalo ndak salah pak anies juga ada inisiasi bantu bangun sekolah, dan ketika ada bencana kalo ndak salah pak anies juga ada inisiasi bantu bangun sekolah,bencana kalo ndak salah anies inisiasi bantu bangun sekolah,59,Politik
TXT0445,"Abah anies sudah tepat . Kita butuh pemimpin yang memahami kebutuhan rakyat, konsep kesetaraan. bukan pemimpin yang hanya mewarisi kursi kekuasaan dan memperkaya diri dan kroni2 

#NakesDesakAnies 
#BanyakYgBalikKe02 akhirnya milih 01 https://t.co/I6mvYxiLMQ https://t.co/vLhiZhkvCz [RE kaesangx]","abah anies sudah tepat  kita butuh pemimpin yang memahami kebutuhan rakyat konsep kesetaraan bukan pemimpin yang hanya mewarisi kursi kekuasaan dan memperkaya diri dan kroni 

 
 akhirnya milih    ",abah anies butuh pemimpin memahami kebutuhan rakyat konsep kesetaraan pemimpin mewarisi kursi kekuasaan memperkaya kroni milih,126,Politik
TXT0446,"Dukungan terhadap Ganjar-Mahfud adalah investasi dalam masa depan teknologi Indonesia. @Wahyuekii Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/AkqvrloALX","dukungan terhadap ganjarmahfud adalah investasi dalam masa depan teknologi indonesia  happy new year 
 ",dukungan ganjarmahfud investasi teknologi indonesia happy new year,66,Politik
TXT0447,"Debat ngomongin demokrasi, tapi nyatanya ko begini pak ganjar pranowo UbanBukanPakdeÃƒâ€šÃ‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu https://t.co/pMZ6rNT2wD","debat ngomongin demokrasi tapi nyatanya ko begini pak ganjar pranowo ubanbukanpakde 

 ganjar mahfud hebat    uang saku posyandu ",debat ngomongin demokrasi ko ganjar pranowo ubanbukanpakde ganjar mahfud hebat uang saku posyandu,97,Politik
TXT0448,"Urrangawak: Pasangan capres cawapres Ganjar Mahfud paling berani basmi korupsi

 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/XpyM0cajks","urrangawak pasangan capres cawapres ganjar mahfud paling berani basmi korupsi

 ganjar mahfud hebat     ",urrangawak pasangan capres cawapres ganjar mahfud berani basmi korupsi ganjar mahfud hebat,90,Politik
TXT0449,"Kalo kamu tidak tega lihat Pak Prabowo di masa tua nya mendekam di Penjara coblos nomor 2 hehe.

Tapi kalo kamu tidak tega melihat makin banyak rakyat miskin karena uangnya di korupsi ya jangan coblos nomor 2 hehe.","kalo kamu tidak tega lihat pak prabowo di masa tua nya mendekam di penjara coblos nomor  hehe

tapi kalo kamu tidak tega melihat makin banyak rakyat miskin karena uangnya di korupsi ya jangan coblos nomor  hehe",kalo tega lihat prabowo tua nya mendekam penjara coblos nomor hehe kalo tega rakyat miskin uangnya korupsi ya coblos nomor hehe,127,Politik
TXT0450,"Memanas, Anies Singgung Cawapres yang Melanggar Etika, Prabowo: Anda Menyesatkan, Tidak Berhak Bicara soal Etik https://t.co/Q9YRG81J3m [RE tvOneNews]",memanas anies singgung cawapres yang melanggar etika prabowo anda menyesatkan tidak berhak bicara soal etik  ,memanas anies singgung cawapres melanggar etika prabowo menyesatkan berhak bicara etik,86,Politik
TXT0451,"@budimandjatmiko @jokowi saja masih gak bisa, apalagi @prabowo yang belum pernah masuk pemerintahan?  sedangkan @gibran_tweet baru walikota dan itupun disuapin pusat.  
hanya @ganjarpranowo yang telah teruji dalam pemerintahan dan @mohmahfudmd yang telah masuk MK yang bisa sinergi utk NKRI jaya.","  saja masih gak bisa apalagi  yang belum pernah masuk pemerintahan  sedangkan  baru walikota dan itupun disuapin pusat  
hanya  yang telah teruji dalam pemerintahan dan  yang telah masuk mk yang bisa sinergi utk nkri jaya",gak masuk pemerintahan walikota itupun disuapin pusat teruji pemerintahan masuk mk sinergi utk nkri jaya,104,Politik
TXT0452,Pemberantasan korupsi adalah tanggung jawab bersama. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo - Gibran mengajak seluruh masyarakat untuk turut serta. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas #MenangSeputaran https://t.co/AZEbLpYK2F,pemberantasan korupsi adalah tanggung jawab bersama    prabowo  gibran mengajak seluruh masyarakat untuk turut serta     ,pemberantasan korupsi tanggung prabowo gibran mengajak masyarakat,65,Politik
TXT0453,"@ganjarpranowo Semoga nanti pak ganjar jadi presiden ngga usah impor beras lagi,
Padahal indonesia masih mempunyai persawahan yang sangat sangat luasss"," semoga nanti pak ganjar jadi presiden ngga usah impor beras lagi
padahal indonesia masih mempunyai persawahan yang sangat sangat luasss",semoga ganjar presiden ngga impor beras indonesia persawahan luasss,67,Politik
TXT0454,"@YustiawanIhsan2 @roses_man Pemilu 1999 Partai Keadilan Presidennya Nur Mahmudi, Sekjennya Anies Matta, dapat:
Suara: 1.436.565 (Jumlah suara segini langka banget, ada ya yg milih partai ini, partai apaan tuh, hahaha)
Kursi: 6 (berharga ini punya 6 kursi di DPR)","  pemilu  partai keadilan presidennya nur mahmudi sekjennya anies matta dapat
suara  jumlah suara segini langka banget ada ya yg milih partai ini partai apaan tuh hahaha
kursi  berharga ini punya  kursi di dpr",pemilu partai keadilan presidennya nur mahmudi sekjennya anies matta suara suara segini langka banget ya yg milih partai partai tuh hahaha kursi berharga kursi dpr,163,Politik
TXT0455,"@pbshop9566992 @BolaBolaAja Dendaman? 2014 Anies nyinyirin Prabowo(seperti 2024) lalu 2017 Anies jadi gubernur lewat Prabowo, dendaman tak layak di sematkan pada Prabowo Subianto",  dendaman  anies nyinyirin prabowoseperti  lalu  anies jadi gubernur lewat prabowo dendaman tak layak di sematkan pada prabowo subianto,dendaman anies nyinyirin prabowoseperti anies gubernur prabowo dendaman layak sematkan prabowo subianto,103,Politik
TXT0456,"Barakallah Fii Umrik, HBD mbak Selvi Ananda wish you all the best

Happy birthday to you ÃƒÂ°Ã‚Å¸Ã‚â€™Ã‚Â

Selamat ulang tahun panjang umur, sehat sehat penuh kebahagiaan yah , mbak Selvi Ananda 

Salam menang sekali putaran Prabowo-Gibran untuk memimpin Indonesia 
Gibran Melesat 
#GemoySamsul02 
#debatcawapres
#UntukKepentinganPribadi
OmonOmon Beretorika
#UntungPakBOWObijak
TetapSabar KetikaDiserang
DiTPSjelas MASbowoGbran

@abby6mei @abbynfam @mimih6mei @neng6mei @lettachantik @theo12_ini @theo12_ini @Minietweets_ @LOVE_UM4M4 [RE mimih6mei]","barakallah fii umrik hbd mbak selvi ananda wish you all the best

happy birthday to you 

selamat ulang tahun panjang umur sehat sehat penuh kebahagiaan yah  mbak selvi ananda 

salam menang sekali putaran prabowogibran untuk memimpin indonesia 
gibran melesat 
 
 beretorika
 ketikadiserang
ditpsjelas masbowogbran

         ",barakallah fii umrik hbd mbak selvi ananda wish you all the best happy birthday to you selamat ulang umur sehat sehat penuh kebahagiaan yah mbak selvi ananda salam menang putaran prabowogibran memimpin indonesia gibran melesat beretorika ketikadiserang ditpsjelas masbowogbran,276,Politik
TXT0457,"Gus_Raharjo  Ganjar Pranowo lawan radikalisme seperti apa yang dilakukan pak ganjar karena Ganjar Harapan Nahdliyin

 #Mahfud Hebat #MahfudLebihBaik3 #GanjarMahfud2024 #3MandatGanjarMahfud #L3bihbaik Happy New Year","gusraharjo  ganjar pranowo lawan radikalisme seperti apa yang dilakukan pak ganjar karena ganjar harapan nahdliyin

  hebat     happy new year",gusraharjo ganjar pranowo lawan radikalisme ganjar ganjar harapan nahdliyin hebat happy new year,96,Politik
TXT0458,"Setelah melalui perjalanan yang panjang, terjal dan berliku, akhirnya rombongan Ganjar Pranowo tiba di sebuah dusun
bernama Desa Gunungsari, Karanggayam Kabupaten Kebumen.
Rinai hujan mengiringi kedatangan rombongan namun tidak menyurutkan semangat warga yang menyambutnya. Tak ada guratan lelah di paras
Ganjar, beliau pun langsung berkeliling desa dan menyapa para warga.

Langkah kaki Ganjar belabuh di rumah Kepala Desa Gunungsari yang bernama Sukarjo. Sambil
berlesahan dan menyeruput kopi, Ganjar mendengar satu persatu keluhan warganya. Ada yang bercerita permasalahan individu, hingga persoalan kolektif seperti potensi wisata desa.
Cara ini sudah dikerjakan selama dia memimpin Jawa Tengah periode 2013-2017 lalu. Namun
pandemik memaksanya untuk berhenti sementara.

Paham yaaa Ganjar blusukan dan menginap dirumah sudah dilakukan sejak jadi Gubernur Jateng, bukan disaat mau nyapres.

Beda sama yang sebelah baru nyapres baru blusukan.

#GanjarHobiBlusukan [RE triwul82]","setelah melalui perjalanan yang panjang terjal dan berliku akhirnya rombongan ganjar pranowo tiba di sebuah dusun
bernama desa gunungsari karanggayam kabupaten kebumen
rinai hujan mengiringi kedatangan rombongan namun tidak menyurutkan semangat warga yang menyambutnya tak ada guratan lelah di paras
ganjar beliau pun langsung berkeliling desa dan menyapa para warga

langkah kaki ganjar belabuh di rumah kepala desa gunungsari yang bernama sukarjo sambil
berlesahan dan menyeruput kopi ganjar mendengar satu persatu keluhan warganya ada yang bercerita permasalahan individu hingga persoalan kolektif seperti potensi wisata desa
cara ini sudah dikerjakan selama dia memimpin jawa tengah periode  lalu namun
pandemik memaksanya untuk berhenti sementara

paham yaaa ganjar blusukan dan menginap dirumah sudah dilakukan sejak jadi gubernur jateng bukan disaat mau nyapres

beda sama yang sebelah baru nyapres baru blusukan

 ",perjalanan terjal berliku rombongan ganjar pranowo dusun bernama desa gunungsari karanggayam kabupaten kebumen rinai hujan mengiringi kedatangan rombongan menyurutkan semangat warga menyambutnya guratan lelah paras ganjar beliau langsung berkeliling desa menyapa warga langkah kaki ganjar belabuh rumah kepala desa gunungsari bernama sukarjo berlesahan menyeruput kopi ganjar mendengar persatu keluhan warganya bercerita permasalahan individu kolektif potensi wisata desa memimpin jawa periode pandemik memaksanya berhenti paham yaaa ganjar blusukan menginap dirumah gubernur jateng disaat nyapres beda sebelah nyapres blusukan,627,Politik
TXT0459,"Para pendukung 02 apa ga takut ya..kalo nanti nauzubillah @prabowo terpilih..apa ga akan lebih parah dr orba ini Indonesia kedepannya? kebebasan di bungkam, negosiasi diluar aturan dianggap wajar, semuanya lbh ke bisnis..mau JD apa Indonesia kedepannya dipimpin @prabowo?? #Mikir",para pendukung  apa ga takut yakalo nanti nauzubillah  terpilihapa ga akan lebih parah dr orba ini indonesia kedepannya kebebasan di bungkam negosiasi diluar aturan dianggap wajar semuanya lbh ke bisnismau jd apa indonesia kedepannya dipimpin  ,pendukung ga takut yakalo nauzubillah terpilihapa ga parah dr orba indonesia kedepannya kebebasan bungkam negosiasi diluar aturan dianggap wajar lbh bisnismau jd indonesia kedepannya dipimpin,191,Politik
TXT0460,"Ganjar optimis capai pertumbuhan ekonomi 7% SahabatGanjarÃƒâ€šÃ‚Â  Ãƒâ€šÃ‚Â  Ganjar MenangkanGanjar GenerasiGotongRoyongÃƒâ€šÃ‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Guru Ngaji satu juta https://t.co/N77JnjYmNN","ganjar optimis capai pertumbuhan ekonomi  sahabatganjar    ganjar menangkanganjar generasigotongroyong 

 ganjar mahfud hebat    guru ngaji satu juta ",ganjar optimis capai pertumbuhan ekonomi sahabatganjar ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat guru ngaji juta,134,Politik
TXT0461,"Isu Palestina tidak penting bagi Prabowo, tidak ada keberpihakan &amp; kepedulian untuk menegakkan konstitusi..

Makin kelihatan watak aslinya!! https://t.co/gp5geQiZ1u [RE ekowboy2]","isu palestina tidak penting bagi prabowo tidak ada keberpihakan  kepedulian untuk menegakkan konstitusi

makin kelihatan watak aslinya  ",isu palestina prabowo keberpihakan kepedulian menegakkan konstitusi watak aslinya,81,Politik
TXT0462,"Ganjar-Mahfud adalah harapan baru untuk kepolisian yang lebih baik, membawa semangat dan komitmen dalam memberantas korupsi dan mewujudkan keadilan @msyakir00 
#GanjarMahfudM3nangDebat
#GanjarMahfud2024
#Coblos3 https://t.co/7ZjoRg0Ygq","ganjarmahfud adalah harapan baru untuk kepolisian yang lebih baik membawa semangat dan komitmen dalam memberantas korupsi dan mewujudkan keadilan  
 ",ganjarmahfud harapan kepolisian membawa semangat komitmen memberantas korupsi mewujudkan keadilan,97,Politik
TXT0463,Ganjar Pranowo Mahfud MD yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat Indonesia secara menyeluruh.#GanjarMahfudRebound #JNK,ganjar pranowo mahfud md yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat indonesia secara menyeluruh ,ganjar pranowo mahfud md penempatan psikolog puskesmas sistem kesehatan nasional dampak positif meningkatkan kesejahteraan mental masyarakat indonesia,150,Politik
TXT0464,"Ganjar-Mahfud akan membuka peluang lebih banyak bagi perusahaan swasta untuk berinvestasi dalam riset. @sehinsucht Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/lyi6OtiNF3","ganjarmahfud akan membuka peluang lebih banyak bagi perusahaan swasta untuk berinvestasi dalam riset  happy new year 
 ",ganjarmahfud membuka peluang perusahaan swasta berinvestasi riset happy new year,80,Politik
TXT0465,"Ganjar Tolak Ajakan Diskusi Prabowo: Debatnya Hari Ini, Kalau Tidak Siap Jangan Debat https://t.co/008Tu0NqOk [RE OposisiCerdas]",ganjar tolak ajakan diskusi prabowo debatnya hari ini kalau tidak siap jangan debat  ,ganjar tolak ajakan diskusi prabowo debatnya debat,50,Politik
TXT0466,".
.
Kubu Prabowo Gibran gembar-gembor katanya yakin nenang 1 putaran Pilpres ??!!

Tapi kok cara-cara Kampanyenya ga luput dari pakai cara-cara mulai dari tak elok, tak etis dan terakhir ini ga kalah parah ..

BANSOS diaku-akui sama Zulkifli Hasan merupakan pemberian Pribadi Jokowi

Padahal sejatinya BANSOS itu dibeli pakai UANG PAJAK RAKYAT .. dan memang diperuntukkan untuk Rakyat

Presiden dan Mentri atau Pemerintah hanya bertugas sebagai PENYALUR BANTUAN, bukan Pemilik Bantuan

Modelan begini yang katanya yakin menang 1 putaran .. Masi pada percaya ??!!

Kliatan banget bahwa hasil survey mereka itu sebetulnya Realitanya GEMBOS makanya Mreka PANIK
.
. [RE StefanAntonio__]","

kubu prabowo gibran gembargembor katanya yakin nenang  putaran pilpres 

tapi kok caracara kampanyenya ga luput dari pakai caracara mulai dari tak elok tak etis dan terakhir ini ga kalah parah 

bansos diakuakui sama zulkifli hasan merupakan pemberian pribadi jokowi

padahal sejatinya bansos itu dibeli pakai uang pajak rakyat  dan memang diperuntukkan untuk rakyat

presiden dan mentri atau pemerintah hanya bertugas sebagai penyalur bantuan bukan pemilik bantuan

modelan begini yang katanya yakin menang  putaran  masi pada percaya 

kliatan banget bahwa hasil survey mereka itu sebetulnya realitanya gembos makanya mreka panik

 ",kubu prabowo gibran gembargembor nenang putaran pilpres caracara kampanyenya ga luput pakai caracara elok etis ga kalah parah bansos diakuakui zulkifli hasan pemberian pribadi jokowi sejatinya bansos dibeli pakai uang pajak rakyat diperuntukkan rakyat presiden mentri pemerintah bertugas penyalur bantuan pemilik bantuan modelan menang putaran masi percaya kliatan banget hasil survey realitanya gembos mreka panik,414,Politik
TXT0467,@Hasbil_Lbs @aniesbaswedan @prabowo Pengkhianat pengkhianat konstitusi NKRI,   pengkhianat pengkhianat konstitusi nkri,pengkhianat pengkhianat konstitusi nkri,39,Politik
TXT0468,Pemerintahan yang transparan adalah pondasi demokrasi yang kokoh. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo - Gibran memperjuangkan transparansi ini. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas #MenangSeputaran https://t.co/ap1JAOd7iz,pemerintahan yang transparan adalah pondasi demokrasi yang kokoh    prabowo  gibran memperjuangkan transparansi ini     ,pemerintahan transparan pondasi demokrasi kokoh prabowo gibran memperjuangkan transparansi,90,Politik
TXT0469,"Dalam keadaan saat ini, pentingnya kita untuk tetap menjaga persatuan dan janganlah memecah belah rakyat dan bangsa. Salam damai.. ÃƒÂ¢Ã‚Å“Ã‚Å’

#prabowo #prabowosubianto #prabowogibran #aniesbaswedan #ganjarpranowo #salingjaga #pemiluserentak2024 #pemilu2024 https://t.co/xMdG0UOJh8","dalam keadaan saat ini pentingnya kita untuk tetap menjaga persatuan dan janganlah memecah belah rakyat dan bangsa salam damai 

        ",menjaga persatuan memecah belah rakyat bangsa salam damai,57,Politik
TXT0470,"ngatain orang tak beretika!
ngatain orang berambisi untuk berkuasa !

Padahal faktanya dia sendiri yg berambisi untuk berkuasa demi isi perut dan perusahaannya.

dan ini etika anda  @prabowo ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚â€¡ https://t.co/VI2SMEjEjq [RE IATeam____]","ngatain orang tak beretika
ngatain orang berambisi untuk berkuasa 

padahal faktanya dia sendiri yg berambisi untuk berkuasa demi isi perut dan perusahaannya

dan ini etika anda     ",ngatain orang beretika ngatain orang berambisi berkuasa faktanya yg berambisi berkuasa isi perut perusahaannya etika,116,Politik
TXT0471,"Ardiningrum22: Debat Capres Pertama, Ganjar Tegaskan Jaga Demokrasi dan Sikat Korupsi Bengis 

 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/nrmvi4wopP","ardiningrum debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis 

 ganjar mahfud hebat     ",ardiningrum debat capres ganjar tegaskan jaga demokrasi sikat korupsi bengis ganjar mahfud hebat,96,Politik
TXT0472,"@tvOneNews Anjir ini pendukung sm yg didukungnya 11 12
Bkn data yg sifatnya rahasia dan strategis yg diminta Pak Anies dan Pak Ganjar
Tp data sputar alokasi dan realisasi anggaran di kemenhan
Trutama yg menyangkut pengadaan ALUTSISTA dan proyek FOOD ESTATE yg sdh mulai tercium bau gak sedap"," anjir ini pendukung sm yg didukungnya  
bkn data yg sifatnya rahasia dan strategis yg diminta pak anies dan pak ganjar
tp data sputar alokasi dan realisasi anggaran di kemenhan
trutama yg menyangkut pengadaan alutsista dan proyek food estate yg sdh mulai tercium bau gak sedap",anjir pendukung sm yg didukungnya bkn data yg sifatnya rahasia strategis yg anies ganjar tp data sputar alokasi realisasi anggaran kemenhan trutama yg pengadaan alutsista proyek food estate yg sdh tercium bau gak sedap,218,Politik
TXT0473,"@Penyuka_ombak Inilah ciri tweet-an orang berpendidikan tapi BODOH.

Apalagi yg di angkat isu2 lama dri buzzer2 soal intoleran, anti Pancasila bla bla yg jelas2 fakta di Jakarta Anies dianggap pahlawan oleh pengurus gereja masjid vihara, yg sdh ngasih izin.. 

gobloog gobloog"," inilah ciri tweetan orang berpendidikan tapi bodoh

apalagi yg di angkat isu lama dri buzzer soal intoleran anti pancasila bla bla yg jelas fakta di jakarta anies dianggap pahlawan oleh pengurus gereja masjid vihara yg sdh ngasih izin 

gobloog gobloog",ciri tweetan orang berpendidikan bodoh yg angkat isu dri buzzer intoleran anti pancasila bla bla yg fakta jakarta anies dianggap pahlawan pengurus gereja masjid vihara yg sdh ngasih izin gobloog gobloog,202,Politik
TXT0474,"@Generasi_MudaNU ko mau saja menutupi keburukan junjungannya, jangan mau bersikap bodoh. rakyat pasti paham apa yang dimaksud Pak Ganjar tidak ada kaitannya dengan rahasia negara hanya diminta data anggaran saja, memang belum siap data saja junjangan kalian itu", ko mau saja menutupi keburukan junjungannya jangan mau bersikap bodoh rakyat pasti paham apa yang dimaksud pak ganjar tidak ada kaitannya dengan rahasia negara hanya diminta data anggaran saja memang belum siap data saja junjangan kalian itu,ko menutupi keburukan junjungannya bersikap bodoh rakyat paham ganjar kaitannya rahasia negara data anggaran data junjangan,123,Politik
TXT0475,"@denismalhotra No2 sama no3 ini cuma beda geng doank, come on wake up people, senang atau tidak, cuma anies yang masih menjujung nilai demokrasi [RE ngasoduluaja]", no sama no ini cuma beda geng doank come on wake up people senang atau tidak cuma anies yang masih menjujung nilai demokrasi ,no no beda geng doank come on wake up people senang anies menjujung nilai demokrasi,83,Politik
TXT0476,"Indonesian Democratic Party bulan depan, karena demokrasi itu penting, bro! Ayo, kita pastikan kepentingan demokrasi dengan memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/TZrGR7AlY9",indonesian democratic party bulan depan karena demokrasi itu penting bro ayo kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo    ,indonesian democratic party demokrasi bro ayo pastikan kepentingan demokrasi memilih ganjar pranowo,99,Politik
TXT0477,"Calon presiden (capres) nomor urut 3, Ganjar Pranowo mengaku terharu ketika blusukan ditawarkan memasang alat peraga kampanye di rumah masyarakat

 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #WaktunyaPrabowo https://t.co/38MWrqhJdq","calon presiden capres nomor urut  ganjar pranowo mengaku terharu ketika blusukan ditawarkan memasang alat peraga kampanye di rumah masyarakat

 ganjar mahfud hebat     ",calon presiden capres nomor urut ganjar pranowo mengaku terharu blusukan ditawarkan memasang alat peraga kampanye rumah masyarakat ganjar mahfud hebat,150,Politik
TXT0478,"Perhatian Pak Ganjar terhadap prajurit TNI AU jangan asal beli pesawat patut diacungi jempol. Tentu Pak Ganjar gak mau mengulang kesalahan pembelian Sukhoi di th 2003 saat era Ibu Presiden Megawati. 
Pembelian 2 pesawat Su-27 SK dan 2 pesawat SU-30MK senilai US$193 juta dinilai bermasalah karena melanggar UU APBN yg mana pembeliannya dilakukan Rini Sumarno orang kepercayaan Ibu Megawati yg saat itu menjabat Menteri Perindustrian. 
Pembelian alutsista itu menjadi sorotan karena tanpa diketahui Menteri Pertahanan Matori Abdul Djalil dan Menteri Keuangan Boediono. Dalam keterangannya di DPR-RI saat itu Rini Soemarno langsung melapor ke Presiden Megawati 
Masalah makin ruwet karena kasus Sukhoi ini juga menyeret dugaan ada peran menantu Megawati yakni Happy Hapsoro akibat Panja Komisi 1 DPR-RI berkali-kali menyebut keterlibatan Happy dan dia bantah. [RE mazzini_gsp]","perhatian pak ganjar terhadap prajurit tni au jangan asal beli pesawat patut diacungi jempol tentu pak ganjar gak mau mengulang kesalahan pembelian sukhoi di th  saat era ibu presiden megawati 
pembelian  pesawat su sk dan  pesawat sumk senilai us juta dinilai bermasalah karena melanggar uu apbn yg mana pembeliannya dilakukan rini sumarno orang kepercayaan ibu megawati yg saat itu menjabat menteri perindustrian 
pembelian alutsista itu menjadi sorotan karena tanpa diketahui menteri pertahanan matori abdul djalil dan menteri keuangan boediono dalam keterangannya di dprri saat itu rini soemarno langsung melapor ke presiden megawati 
masalah makin ruwet karena kasus sukhoi ini juga menyeret dugaan ada peran menantu megawati yakni happy hapsoro akibat panja komisi  dprri berkalikali menyebut keterlibatan happy dan dia bantah ",perhatian ganjar prajurit tni au beli pesawat patut diacungi jempol ganjar gak mengulang kesalahan pembelian sukhoi th era presiden megawati pembelian pesawat su sk pesawat sumk senilai us juta dinilai bermasalah melanggar uu apbn yg pembeliannya rini sumarno orang kepercayaan megawati yg menjabat menteri perindustrian pembelian alutsista sorotan menteri pertahanan matori abdul djalil menteri keuangan boediono keterangannya dprri rini soemarno langsung melapor presiden megawati ruwet sukhoi menyeret dugaan peran menantu megawati happy hapsoro akibat panja komisi dprri berkalikali menyebut keterlibatan happy bantah,621,Politik
TXT0479,Bukankah pak Anies beli mobdin bekas beliau pakai dulu saat jadi gubernur DKI? Apakah sudah dilaporkan dalam LHKPN?,bukankah pak anies beli mobdin bekas beliau pakai dulu saat jadi gubernur dki apakah sudah dilaporkan dalam lhkpn,anies beli mobdin bekas beliau pakai gubernur dki dilaporkan lhkpn,66,Politik
TXT0480,"Ganjar-Mahfud benar-benar menjadi harapan bagi pengusaha kecil. Dukungan mereka pada UMKM dengan e-katalog dan alokasi anggaran, benar-benar luar biasa. @choco19529526 Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/ex2GJNLQE2","ganjarmahfud benarbenar menjadi harapan bagi pengusaha kecil dukungan mereka pada umkm dengan ekatalog dan alokasi anggaran benarbenar luar biasa  happy new year 
 ",ganjarmahfud benarbenar harapan pengusaha dukungan umkm ekatalog alokasi anggaran benarbenar happy new year,107,Politik
TXT0481,Pasangan Duet Capres Cawapres Ganjar Pranowo  dan Prof Mahfud MD lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk Indonesia!JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/DM5PA1JtoG,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajna    ,pasangan duet capres cawapres ganjar pranowo prof mahfud md fokus bikin regulasi hukum gak bikin investor mikir kali masuk indonesiajna,135,Politik
TXT0482,"Dituding Menyesatkan, Anies Ingatkan Prabowo: Jangan Emosional dalam Hadapi Persoalan Negara https://t.co/42rcSqEw77 [RE OposisiCerdas]",dituding menyesatkan anies ingatkan prabowo jangan emosional dalam hadapi persoalan negara  ,dituding menyesatkan anies ingatkan prabowo emosional hadapi negara,67,Politik
TXT0483,Respons Timnas AMIN Soal Kans Gabung Kubu Ganjar-Mahfud jika Pilpres Berjalan Dua Putaran https://t.co/uWNtjW7HQX [RE OposisiCerdas],respons timnas amin soal kans gabung kubu ganjarmahfud jika pilpres berjalan dua putaran  ,respons timnas amin kans gabung kubu ganjarmahfud pilpres berjalan putaran,74,Politik
TXT0484,"Berkelas!...

Komitmen pak Anies untuk Memberantas Korupsi di Negara ini..

Rabu 17 Januari 2024 https://t.co/DZOs9cmETB [RE Yurissa_Samosir]","berkelas

komitmen pak anies untuk memberantas korupsi di negara ini

rabu  januari   ",berkelas komitmen anies memberantas korupsi negara rabu januari,63,Politik
